CollectabilityID,ProviderID,TimeFrom,TimeTo,Town,Location,Sensortype,IoTDevice,Restrictions,Comment,TopicName,Provider IP,ZTNetworkID
hxgrpsh,GWG,2021-09-23 00:54,2021-08-24 09:55,Coleraine,#REF!,FlameSensor,Huawei Mate 8,None,None,unaccountably0nostalgic1coil1lock0,201.215.235.109,3v7p8lvfbcpu48r8
rvmjorx,GWG,2022-02-15 03:21,2021-03-22 12:52,Letterkenny,GuestRoom,MotionSensor,Samsung Galaxy A9 Pro (2016),None,None,wetly0nebulous0jail1ear1,201.215.235.109,s6jcxnfn8ck7uiyz
khatlsv,GHC,2021-02-01 06:30,2021-01-29 02:40,Ennis,Bathroom,FlawSensor,OnePlus Nord N100,None,None,politely1hapless1report0star0,201.215.235.109,s085g6jmp2v3gs14
vydg3e0,LYC,2021-08-17 23:10,2021-02-07 21:19,Mallow,Garage,ElectricalSensor,Honor Holly 2 Plus,None,None,occasionally1shaky1colour0apparatus1,201.215.235.109,2qk4fwug7oxoc5f6
a6yvh8m,PXK,2021-11-18 22:43,2021-10-27 05:32,Carrigaline,Backyard,MetalSensor,Honor V40,None,None,solemnly1chivalrous101jail1,192.168.0.108,#REF!
kca0agw,FVC,2021-10-27 20:43,2022-01-25 10:00,Sligo,Basement,FlawSensor,HTC Desire 500,None,None,occasionally1quirky000screw1,201.215.235.109,nldvbvgmscstwzgy
5yeqvko,LYC,2021-05-17 08:30,2021-05-10 13:09,Wexford,Basement,LevelSensor,Samsung Galaxy A20s,None,None,anyway0selfish000crowd0,201.215.235.109,77pp7adrvnrqzy59
axp0esr,GHC,2022-06-03 04:15,2021-04-18 10:14,Cork,Familyroom,ProximitySensor,Honor 9,None,None,tomorrow0thundering100suggestion1,201.215.235.109,dju81a29lo4lj14u
hc8fkof,EZY,2021-10-10 22:29,2021-03-01 19:52,Athlone,Livingroom,ProximitySensor,Samsung Galaxy C8,None,None,basically1sable101control0,201.215.235.109,hgo1gi21sxma4nqr
ax4ko3i,BCX,2021-04-28 03:29,2021-05-11 09:22,Derry,#REF!,FlameSensor,Samsung Galaxy A70s,None,None,curiously0wiggly000building1,#N/A,ueht498angrv3ci7
0fqbevq,FVC,2022-04-26 02:15,2021-02-21 16:54,Tralee,Basement,MotionSensor,Sony Ericsson Xperia X8,None,None,tenderly0elfin0use1grass1,201.215.235.109,wmqfhg9thbqblysd
61h3ejd,SLZ,2022-03-26 03:22,2021-11-23 16:30,Strabane,GuestRoom,FlawSensor,Asus ZenFone Max Shot,None,None,solemnly1cautious101canvas0,192.168.0.108,s6jcxnfn8ck7uiyz
ups99at,PCS,2022-03-31 19:36,2022-03-01 05:15,Carlow,Familyroom,ProximitySensor,HTC One M8s,None,None,totally0needless001spy1,188.247.201.145,3v7p8lvfbcpu48r8
v6n44i9,ETF,2022-04-09 10:58,2021-07-21 23:44,Larne,Bathroom,TemperatureSensor,HTC Desire C,None,None,more0hard-to-find0consist0calculator0,201.215.235.109,ep5y6wvuh827xfd3
l5hxwhf,QAR,2022-01-28 09:58,2021-10-08 00:49,Newry,#REF!,PositionSensor,Samsung Galaxy A02s/M02s,None,None,greatly0recondite100hair1,192.168.0.108,cir5k6j7cn5u7yx4
4yn413b,WRV,2021-01-27 12:44,2022-04-28 19:14,Castlebar,Kitchen,PressureSensor,Huawei Y7p,None,None,innocently1elderly1paddle0nose0,192.168.0.108,wmqfhg9thbqblysd
mpcwhmf,JNU,2021-05-15 07:39,2022-03-09 05:19,Portadown,Garage,LeakSensor,Samsung Galaxy A52/A52 5G,None,None,successfully1sharp1transport1screw0,201.215.235.109,iok5x3b1b4fy4kiv
kegsy38,SLZ,2022-03-17 06:14,2022-04-27 13:49,Limerick,Familyroom,FlameSensor,Sony Xperia 1 III,None,None,tenderly0faint101kiss1,192.168.0.108,2jtwbnj7sn5f79bp
z8x3r2j,GRM,2022-05-21 10:28,2021-08-05 01:58,Castlebar,Frontyard,ContactSensor,Sony Ericsson Xperia X8,None,None,interestingly1axiomatic101ear0,201.215.235.109,jkn28jqtzca7n03l
u966ijn,QAR,2022-04-09 06:33,2021-10-21 17:15,Ashbourne,Kitchen,LevelSensor,Asus ZenFone 3,None,None,effectively0faint100club1,192.168.0.108,tw70s3ahow3wkrzz
qj6gs5j,KTC,2021-01-17 00:35,2022-02-21 13:04,Armagh,Livingroom,LeakSensor,HTC One E9s,None,None,hourly1addicted000ear0,201.215.235.109,61lplzylaj3rc6ej
sqlcn7t,HKX,2021-09-17 17:19,2021-05-28 04:19,Enniskillen,Diningroom,LeakSensor,Samsung Galaxy A9 (2016),None,None,bravely0swanky100plate1,201.215.235.109,rqsi2p4cpu0vxco4
zymkcvu,JNU,2021-02-26 09:46,2022-03-11 04:37,Tullamore,Backyard,TemperatureSensor,Oppo Find,None,None,dutifully0axiomatic001minute0,201.215.235.109,hwi477v0z35qjt8o
86nmcrk,HKX,2022-06-07 18:49,2021-08-28 11:13,Coleraine,Bathroom,ContactSensor,Sony Xperia 10 II,None,None,loyally1cautious0follow0spark0,201.215.235.109,p4jfbt6pnqrrl4z5
nyp8vgr,LYC,2021-11-17 19:29,2022-02-22 11:00,Portlaoise,Familyroom,PhotoelectricSensor,Samsung Galaxy Xcover 5,None,None,crossly0overconfident0jog0battle1,201.215.235.109,2k02b713l8le1fge
95hqtko,EPD,2021-12-04 14:19,2021-09-01 10:22,Newbridge,Familyroom,LevelSensor,Honor 9X (China),None,None,shyly1gleaming0sneeze0quiver0,201.215.235.109,yemz3zhla9vdq9xx
nb7m8oc,ETF,2021-09-22 21:44,2021-08-20 01:18,Lisburn,Backyard,FlawSensor,OnePlus Nord N10 5G,None,None,unaccountably1kindly0joke1throat0,201.215.235.109,ry3oogsngyvwu92y
wv4tgyx,MCY,2021-06-09 00:30,2021-05-30 21:41,Antrim,Kitchen,ProximitySensor,Huawei Y7p,None,None,smoothly1deserted100rabbit0,201.215.235.109,p4jfbt6pnqrrl4z5
lc2wjni,LYC,2021-05-06 03:12,2021-12-02 18:59,Cork,#REF!,TemperatureSensor,Honor 3X,None,None,totally1elfin1tie1scale1,201.215.235.109,#REF!
oy0e2vg,PKD,2021-07-07 13:49,2021-02-15 09:30,Laytown-Bettystown-Mornington,Basement,PositionSensor,Nokia C2 Tava,None,None,repeatedly1knowing0man1control0,50.109.201.254,dju81a29lo4lj14u
zwx27sc,GRM,2021-08-04 01:34,2021-07-24 18:38,Strabane,Livingroom,TemperatureSensor,Honor X10,None,None,intently1disgusted100yak1,201.215.235.109,9qtq727b3kcpvkb4
38207g5,GHC,2022-05-12 09:00,2021-12-21 13:21,Lisburn,Garage,LeakSensor,HTC Butterfly,None,None,properly0painstaking1switch0day1,201.215.235.109,m5mb9ns6fby8usbq
9kpmbwt,BCX,2021-02-15 23:22,2021-09-02 09:23,Dundalk,Kitchen,FlameSensor,HTC Evo Design 4G,None,None,separately0elfin101bone0,#N/A,o4hiuz5h630jvi8v
pjc5ggr,UWS,2022-01-02 12:16,2021-06-28 20:52,Letterkenny,Familyroom,LevelSensor,Raspberry Pi3,None,None,questioningly0brave000songs1,192.168.0.108,85omujsnb2bjrec9
49eglmm,BCX,2021-08-26 04:23,2021-07-31 01:41,Maynooth,#REF!,ElectricalSensor,Sony Xperia 1,None,None,furiously0secret000wash0,#N/A,2jtwbnj7sn5f79bp
bwvpymn,LYC,2021-01-22 03:01,2021-02-08 02:40,Castlebar,Garage,ProximitySensor,Samsung Galaxy M21s,None,None,occasionally0tricky101hole1,201.215.235.109,ry3oogsngyvwu92y
cffkrt3,GHC,2021-08-25 08:15,2021-01-09 00:54,Wexford,Livingroom,FlameSensor,Nokia 6.1,None,None,intently0silent0whine0substance1,201.215.235.109,71h2hettdsze0ap4
hkwk8in,PZA,2022-05-23 21:29,2021-12-18 02:21,Maynooth,Bedroom,ParticleSensor,Samsung Galaxy M21s,None,None,well0second1trip1weight0,192.168.0.108,ueht498angrv3ci7
ari9t6y,THA,2021-01-26 07:15,2021-01-10 21:41,Galway,GuestRoom,LevelSensor,Samsung Galaxy S8/+,None,None,perfectly1omniscient0deliver0letter1,192.168.0.108,ulglcbmlf0bbhgpb
gaudhzj,FLF,2021-11-13 21:20,2021-04-08 06:01,Armagh,Diningroom,MotionSensor,Oppo Find 5 Mini,None,None,innocently0sad0jail0believe1,201.215.235.109,cir5k6j7cn5u7yx4
dvx86jc,MHE,2022-05-21 01:15,2021-07-03 17:46,Ashbourne,Bathroom,MotionSensor,Oppo Neo 3/5,None,None,worriedly1stale1unite1flesh1,201.215.235.109,s6jcxnfn8ck7uiyz
selwbtt,UFF,2022-04-17 13:55,2021-07-22 20:23,Coleraine,Bedroom,ProximitySensor,HTC Desire XC,None,None,jubilantly1zany000tree0,192.168.0.108,73yj6owur5ph8kd8
aqv70nr,HAB,2021-09-20 10:50,2022-03-06 02:52,Larne,GuestRoom,FlawSensor,HTC Desire 626G+,None,None,playfully0annoying101zipper0,201.215.235.109,s6jcxnfn8ck7uiyz
aq4vbux,PXK,2022-03-15 19:17,2021-12-01 16:58,Drogheda,Bathroom,MotionSensor,Nubia Z17,None,None,sleepily1imaginary001harbor0,192.168.0.108,71h2hettdsze0ap4
aag64ph,FLF,2021-06-01 12:31,2021-06-27 05:36,Navan,Garage,LeakSensor,HTC Desire 320,None,None,perfectly0ahead101home0,201.215.235.109,bq60f6d2c6k5stak
rdw6nel,HKX,2021-07-03 18:25,2021-04-23 13:22,Naas,Backyard,LevelSensor,Sony Xperia XA,None,None,truly0scintillating100tooth0,201.215.235.109,ts9neu8jvhvlkmpx
k7mev24,PXK,2021-03-24 20:49,2021-08-03 00:45,Newry,Backyard,ElectricalSensor,HTC Desire 400,None,None,effectively0solid0allow1weight0,192.168.0.108,a73nl81qp33ij1ia
bdgzv2s,FRE,2021-01-08 12:02,2021-05-31 20:58,Enniskillen,Basement,FlameSensor,Honor Note 10,None,None,successfully1sudden101walk0,201.215.235.109,s085g6jmp2v3gs14
ylg8atr,THA,2021-11-01 20:55,2021-04-06 18:14,Enniskillen,Kitchen,ContactSensor,HTC Desire 626 (USA),None,None,technically0right1use1engine0,192.168.0.108,m5mb9ns6fby8usbq
ta0q49x,FVC,2021-10-23 18:40,2021-10-29 07:28,Tullamore,Familyroom,FlawSensor,HTC Tattoo,None,None,promptly0annoying001use1,201.215.235.109,3v7p8lvfbcpu48r8
eo4pyi7,XCW,2021-08-20 22:09,2021-09-07 06:39,Clonmel,Familyroom,LevelSensor,Samsung Galaxy Grand Prime,None,None,warmly1wonderful0count1number1,192.168.0.108,s6jcxnfn8ck7uiyz
3y3kmu7,GRM,2021-05-03 14:43,2021-09-05 02:55,Galway,Familyroom,ParticleSensor,HTC Salsa,None,None,somewhat0sharp1jail0kettle1,201.215.235.109,j48xbdqutkfi8krz
eqx7n0s,UFF,2021-12-06 18:33,2021-07-03 17:52,Newbridge,Frontyard,ContactSensor,Oppo Find 7/7a,None,None,partially0ill-fated1unite1corn1,192.168.0.108,85omujsnb2bjrec9
qmii0ek,FLF,2021-11-11 20:27,2022-04-26 12:28,Balbriggan,Familyroom,LeakSensor,HTC One S C2,None,None,certainly1excited100property1,201.215.235.109,ts9neu8jvhvlkmpx
lstu4db,ETF,2021-01-12 10:26,2021-10-13 13:19,Portlaoise,Diningroom,PressureSensor,Samsung Galaxy A30,None,None,mysteriously1holistic100rifle0,201.215.235.109,bq60f6d2c6k5stak
9ab12xf,FVC,2022-02-20 14:15,2021-04-07 07:54,Ashbourne,Bedroom,PhotoelectricSensor,OnePlus 9,None,None,blissfully0nonstop000boundary1,201.215.235.109,ueht498angrv3ci7
68h586i,QAR,2021-12-24 20:17,2022-05-24 20:19,Strabane,Bathroom,FlawSensor,HTC Desire 516,None,None,kindly1sneaky0yawn1waves1,192.168.0.108,#REF!
xrh4f3h,KTC,2021-06-16 02:48,2021-10-31 21:07,Limavady,Bedroom,FlameSensor,Oppo Neo 5 (2015),None,None,crossly0bright1cause0calculator0,201.215.235.109,t8c5v3kytd2qdhcf
ol4qds0,MCY,2022-02-03 21:56,2021-11-08 14:22,Swords,Bedroom,FlameSensor,Huawei P30 lite,None,None,foolishly1cautious0time1table0,201.215.235.109,#REF!
xzf4hc9,LYC,2021-12-02 02:20,2022-05-09 18:36,Lisburn,Backyard,MetalSensor,Nubia Z9 mini,None,None,loyally1shaky000stitch1,201.215.235.109,x8k2fx39v29xlz2l
7c9soi7,MCY,2021-12-31 06:53,2022-05-28 10:00,Malahide,Backyard,MetalSensor,Honor Play 9A,None,None,wetly0sparkling001purpose0,201.215.235.109,hwi477v0z35qjt8o
yyelztt,LYC,2022-04-05 00:10,2021-10-30 17:05,Arklow,Livingroom,PositionSensor,Sony Ericsson Xperia pro,None,None,yearningly0bright100parcel0,201.215.235.109,uzs09gps79d8xhj1
yz3vk18,LYC,2022-04-07 22:52,2021-12-04 00:54,Carrickfergus,Backyard,PressureSensor,Oppo Reno4 SE,None,None,searchingly0special101wash1,201.215.235.109,7t2vi1n3xssih0qa
pkpb4zi,UFF,2021-12-15 12:36,2021-03-09 19:40,Navan,Bedroom,RadiationSensor,HTC Desire 820s,None,None,interestingly0envious0charge1bat0,192.168.0.108,wwc5rq2o0ju197if
ftys2jt,KTC,2022-01-01 17:00,2021-04-21 09:43,Antrim,#REF!,LeakSensor,Honor 6A,None,None,unethically0tacky1arrest0unit0,201.215.235.109,ry3oogsngyvwu92y
or0atlm,KTC,2021-08-16 05:32,2021-02-14 19:56,Clonmel,Familyroom,ProximitySensor,Nubia V18,None,None,soon1deserted100property1,201.215.235.109,3v7p8lvfbcpu48r8
vlahezy,GWG,2022-05-03 02:35,2022-05-12 09:07,Sligo,Kitchen,ProximitySensor,Nubia N3,None,None,cruelly1zany1inform1engine0,201.215.235.109,uzs09gps79d8xhj1
iemtt8t,GWG,2021-07-02 17:01,2021-01-25 09:53,Ballymena,Diningroom,TemperatureSensor,Sony Xperia Z,None,None,sheepishly0sparkling000rifle0,201.215.235.109,579lg1xn57234tam
2h6msri,FRE,2021-07-25 06:30,2022-04-05 01:29,Portlaoise,Diningroom,MotionSensor,HTC Desire Eye,None,None,personally1hellish001kettle1,201.215.235.109,36of96tx2knsbbsu
ogqrrqs,QAR,2022-03-11 20:40,2022-02-28 13:39,Dundalk,Backyard,FlawSensor,Oppo A93/Reno4 F,None,None,boastfully0recondite001building1,192.168.0.108,s6jcxnfn8ck7uiyz
g882tvg,FVC,2021-10-09 13:17,2021-05-31 17:41,Galway,Kitchen,TemperatureSensor,HTC One A9s,None,None,zealously1thundering101angle0,201.215.235.109,tojeh43l2jcm86jh
rl6ja6q,WZP,2021-10-05 18:43,2021-10-28 02:29,Tralee,Bathroom,PressureSensor,Nokia 6.1,None,None,soon1divergent0program0toe0,192.168.0.108,k8seh1oh00wsfmv5
9fo8zkj,GRM,2021-05-14 12:44,2022-05-29 01:25,Portadown,Frontyard,ContactSensor,Nokia XL,None,None,cruelly0imaginary000plastic0,201.215.235.109,g18557oab9ncybmc
4wttb6q,SLZ,2022-06-08 22:54,2022-03-12 02:19,Carrickfergus,Familyroom,ProximitySensor,Samsung Galaxy M21s,None,None,terribly0brave1trip1visitor0,192.168.0.108,7t2vi1n3xssih0qa
u7hp7xi,KTC,2021-04-07 11:55,2022-04-13 08:28,Belfast,Basement,MetalSensor,Samsung Galaxy A41,None,None,bravely0enormous100regret0,201.215.235.109,yjw5lo35byc5hdxp
6i6intd,MCY,2021-05-07 21:19,2021-10-27 01:29,Maynooth,Kitchen,ContactSensor,Oppo Find X3 Neo/Lite,None,None,somewhat0cautious001property0,201.215.235.109,p3zcg0317dvsflqm
l4ndont,EZY,2021-04-23 13:10,2021-01-24 12:19,Enniskillen,GuestRoom,PhotoelectricSensor,Asus Pegasus (X002),None,None,overconfidently1knotty001amusement0,201.215.235.109,wmqfhg9thbqblysd
rsknf8b,HAB,2021-05-01 17:35,2021-08-15 15:41,Limavady,Diningroom,ElectricalSensor,HTC One S,None,None,nicely1special0use0downtown1,201.215.235.109,rnmazdpc2ds6ypoj
ycx1h4b,MCY,2022-05-18 02:49,2021-06-23 01:38,Waterford,Bedroom,TemperatureSensor,Huawei Mate 8,None,None,altogether1naughty001market0,201.215.235.109,q31fts8pmucz3m1v
g5q50z9,HKX,2021-02-08 09:10,2022-05-20 05:15,Derry,Kitchen,VisionAndImaging Sensor,Huawei Y7p,None,None,madly0sharp101hat1,201.215.235.109,b1k0vea1fk017q9m
z08dqlp,FRE,2022-03-14 16:09,2021-12-08 18:21,Lisburn,Frontyard,LeakSensor,Honor 10X Lite,None,None,hourly1annoying1wash0activity0,201.215.235.109,iok5x3b1b4fy4kiv
fu5dic2,JNU,2021-09-16 10:48,2021-11-16 14:50,Limavady,Kitchen,MotionSensor,Honor V40,None,None,kindly1purple0deliver1mouth1,201.215.235.109,tojeh43l2jcm86jh
2rnagv2,QAR,2022-01-19 13:43,2022-04-03 06:15,Limerick,Garage,ElectricalSensor,Oppo R17,None,None,cruelly0easy0hammer0desk0,192.168.0.108,o4hiuz5h630jvi8v
mvuy9rn,UFF,2021-02-28 19:50,2022-03-08 12:15,Galway,Livingroom,MetalSensor,Honor 20 lite,None,None,intently0annoying000head1,192.168.0.108,0w61o33ulkjmm3oh
94ut5vt,QAR,2022-02-01 08:03,2021-06-08 10:42,Mullingar,GuestRoom,ProximitySensor,HTC Amaze 4G,None,None,continually1ragged0jail0calculator0,192.168.0.108,y655amu5rcrrq49n
vnjgowm,HKX,2021-11-17 19:30,2022-04-15 11:26,Sligo,#REF!,PositionSensor,Asus ZenFone 4 (2014),None,None,silently0gruesome100use1,201.215.235.109,uwijmm66u1c5glkj
7nx2z5o,HKX,2021-08-30 04:58,2022-03-01 19:51,Belfast,Basement,VisionAndImaging Sensor,Huawei Mate 40,None,None,curiously1quack000property1,201.215.235.109,yemz3zhla9vdq9xx
12disfr,UFF,2021-07-19 11:34,2021-05-24 14:40,Drogheda,Bedroom,FlameSensor,Sony Xperia 1 III,None,None,hardly0faint000nerve1,192.168.0.108,x8k2fx39v29xlz2l
8oaziu4,EZY,2021-09-02 23:06,2021-04-02 21:03,Dungannon,Bedroom,TemperatureSensor,Asus ZenFone 6,None,None,altogether1divergent000plastic1,201.215.235.109,579lg1xn57234tam
1lxjs0l,HAB,2021-01-18 07:28,2021-10-23 15:47,Limerick,Bedroom,PositionSensor,Nubia Prague S,None,None,greatly0like001ants0,201.215.235.109,0ucos3od59yrm896
kd9yiro,XCW,2022-03-21 09:32,2022-04-18 08:54,Tralee,Garage,LeakSensor,HTC Amaze 4G,None,None,mysteriously1excited1gather0use0,192.168.0.108,7dy5ik5jehbnn5yc
da3on1q,FVC,2021-06-14 22:26,2021-02-19 23:07,Mullingar,Garage,ParticleSensor,Nubia Red Magic 3,None,None,questioningly0abashed001rifle0,201.215.235.109,ncehkqabojjqj3y7
2tiamk9,MHE,2021-08-21 22:44,2021-09-08 19:51,Limerick,#REF!,PhotoelectricSensor,HTC Desire 830,None,None,intently1purple1inform0observation0,201.215.235.109,hgo1gi21sxma4nqr
h9b3m4r,PZA,2021-05-23 12:43,2022-02-09 22:38,Mallow,Garage,MetalSensor,Oppo Reno3 Pro,None,None,healthily1jumpy101ear0,192.168.0.108,77pp7adrvnrqzy59
exu17q1,EPD,2021-09-22 14:48,2021-11-10 08:27,Banbridge,Bathroom,PositionSensor,Sony Xperia 1 III,None,None,needily1burly0sneeze0tree1,201.215.235.109,no6eaf602ryth0k9
629p5et,QAR,2021-06-27 09:06,2022-04-20 20:15,Tullamore,Diningroom,ElectricalSensor,Oppo Neo 5 (2015),None,None,totally1grumpy1squeak1waves1,192.168.0.108,c1l1nl7obwvny90q
6ua0i4f,PZA,2022-04-12 05:07,2021-08-11 12:27,Midleton,Kitchen,PressureSensor,Sony Ericsson Xperia X10,None,None,technically1confused100suggestion1,192.168.0.108,m5mb9ns6fby8usbq
lbop6nw,EPD,2021-06-16 19:46,2021-01-06 10:08,Cork,Garage,TemperatureSensor,Nubia N1,None,None,loyally1divergent0extend0ear0,201.215.235.109,milc8lbibmlyfk66
mw38l0a,MCY,2021-08-20 03:36,2021-01-24 05:33,Swords,Bathroom,FlameSensor,HTC One M9 Prime Camera,None,None,daintily0tacky1drum0uncle0,201.215.235.109,s6jcxnfn8ck7uiyz
r5pryhx,XCW,2022-03-28 05:11,2022-01-09 18:12,Cobh,Backyard,ElectricalSensor,HTC Wildfire R70,None,None,yawningly0last001kiss1,192.168.0.108,rhvw654gjo9fkpol
t4ck1ta,MCY,2022-06-01 16:24,2022-03-25 08:10,Portadown,Garage,PhotoelectricSensor,Sony Xperia 10 III,None,None,successfully0beneficial001trucks0,201.215.235.109,ut79tod87tkvjybf
vqd62g1,WJN,2022-01-29 01:31,2021-02-15 13:11,Lisburn,#REF!,PhotoelectricSensor,Honor Note 8,None,None,bravely0agonizing0squeak0hair0,192.168.0.108,v3ev87nc5c1nv4jj
18xhi8m,GWG,2021-04-03 21:49,2021-04-02 05:56,Carrickfergus,GuestRoom,FlawSensor,HTC Desire U,None,None,anyway0knowing100toe0,201.215.235.109,wugfnstgcn8sfd8p
9rk4w3j,EZY,2022-02-26 04:53,2022-01-06 12:22,Midleton,Familyroom,PositionSensor,Nokia 5.1,None,None,solemnly0cowardly001rate1,201.215.235.109,dju81a29lo4lj14u
im09ruu,UFF,2021-10-06 04:58,2021-07-12 02:56,Galway,Bathroom,PhotoelectricSensor,Honor X10 Max,None,None,unexpectedly1lame100parcel1,192.168.0.108,ueht498angrv3ci7
t6hz97u,LYC,2022-01-24 10:50,2021-10-19 03:23,Omagh,GuestRoom,ProximitySensor,HTC U Ultra,None,None,inwardly1axiomatic001ear0,201.215.235.109,oaz2cdqcc6833628
yxvx6qm,WRV,2021-06-22 05:45,2021-05-24 06:19,Naas,Familyroom,FlameSensor,HTC ChaCha,None,None,enthusiastically0wandering100wash0,192.168.0.108,ghm2g4zmsp6ynxx0
60tjw94,ETF,2021-04-04 00:22,2021-04-24 20:20,Galway,Diningroom,VisionAndImaging Sensor,HTC Desire V,None,None,technically0friendly101recess0,201.215.235.109,0ucos3od59yrm896
7ewe04z,UFF,2021-12-02 00:02,2021-05-12 14:39,Waterford,Bathroom,FlawSensor,Nokia C2 Tennen,None,None,somewhat1rampant101day0,192.168.0.108,77pp7adrvnrqzy59
wep3fxw,JNU,2021-01-27 21:05,2021-01-04 20:15,Midleton,Bedroom,MotionSensor,Oppo R7,None,None,unethically0selfish000fruit1,201.215.235.109,7dy5ik5jehbnn5yc
ryamvsl,GWG,2021-02-20 18:23,2022-03-04 03:38,Swords,Frontyard,LeakSensor,Honor 6,None,None,thoroughly1nifty0scorch0spark1,201.215.235.109,tel62pqk5l2yjfy3
6zb54es,PKD,2021-06-26 09:35,2021-09-22 11:07,Wexford,GuestRoom,FlameSensor,Samsung Galaxy A3/Duos,None,None,hourly1amusing0use0taste1,50.109.201.254,kwvtcvn07oeqno3a
u742zr0,PCS,2021-09-27 09:03,2022-01-31 14:26,Armagh,Backyard,ProximitySensor,Sony Xperia 1,None,None,ultimately0enormous1receive0trucks0,188.247.201.145,2dyoxu7gvt2edotl
07xrmq3,GHC,2021-11-08 01:57,2021-08-26 01:27,Swords,Livingroom,ContactSensor,Samsung Galaxy A20e,None,None,daintily1lame0program0self0,201.215.235.109,vdd5y58n2ij4zyja
g2gspf4,HAB,2021-06-12 23:08,2021-03-15 13:25,Newbridge,Frontyard,VisionAndImaging Sensor,HTC ThunderBolt,None,None,truly1blue100yak0,201.215.235.109,apneovwjunmfhf6v
st4sg3k,GRM,2021-06-16 12:49,2021-02-11 09:55,Celbridge,GuestRoom,MotionSensor,Asus ZenFone 3,None,None,famously1adaptable100toe1,201.215.235.109,dju81a29lo4lj14u
ffo1589,FLF,2021-09-15 16:45,2021-03-19 17:09,Limerick,GuestRoom,RadiationSensor,Honor Holly 3,None,None,happily1grey1squeak0quiver1,201.215.235.109,a73nl81qp33ij1ia
2y0d0vb,LYC,2022-05-28 03:52,2022-01-05 20:56,Waterford,Garage,LeakSensor,Nokia G20/X20,None,None,diligently1adventurous0spell1bushes1,201.215.235.109,3v7p8lvfbcpu48r8
hb43874,EPD,2021-08-24 05:26,2022-03-03 15:21,Tullamore,Familyroom,VisionAndImaging Sensor,Sony Xperia 1,None,None,sheepishly1divergent0film0weight0,201.215.235.109,cir5k6j7cn5u7yx4
ov38wok,GHC,2021-09-06 22:46,2022-03-22 23:13,Laytown-Bettystown-Mornington,Diningroom,LeakSensor,Honor 30/Pro/Pro+,None,None,anyway0abandoned101cough0,201.215.235.109,85omujsnb2bjrec9
t4exwkf,FLF,2021-06-12 20:58,2022-05-08 14:16,Swords,Frontyard,PositionSensor,Nubia Z9 mini,None,None,judgementally1dreary0use1engine0,201.215.235.109,ppt9jmamgd59gls5
kzklbc1,FVC,2021-12-15 02:57,2022-01-01 18:21,Dungannon,Diningroom,MetalSensor,Sony Xperia XA1 Ultra,None,None,miserably0holistic101insurance0,201.215.235.109,3ut45e0b8uq1i0wo
in5x6du,WJN,2021-03-18 14:19,2021-07-13 05:52,Dundalk,Basement,MetalSensor,Samsung Galaxy A8 Star,None,None,frightfully1mean1tire0turkey0,192.168.0.108,uzs09gps79d8xhj1
mtzdle9,PCS,2022-05-19 22:04,2021-05-16 03:38,Drogheda,Basement,LevelSensor,Apple iPhone 11,None,None,successfully1complete0program1parcel0,188.247.201.145,tel62pqk5l2yjfy3
j4ecvav,GWG,2021-04-26 00:10,2021-01-03 00:41,Balbriggan,Bathroom,MetalSensor,Asus ZenFone Max Pro M1,None,None,optimistically0thundering1enjoy1quiver1,201.215.235.109,q31fts8pmucz3m1v
rl5j1q5,MHE,2021-01-18 04:08,2022-05-30 00:30,Wexford,Frontyard,LeakSensor,HTC First,None,None,speedily1axiomatic0tremble1sail0,201.215.235.109,x8k2fx39v29xlz2l
i7wknz4,KTC,2021-06-09 18:37,2021-05-05 04:02,Killarney,Familyroom,TemperatureSensor,HTC Rhyme,None,None,reproachfully0juvenile001apparatus0,201.215.235.109,ulglcbmlf0bbhgpb
oyxlb8d,EZY,2021-02-25 15:42,2021-08-16 23:33,Newtownabbey,Bedroom,MotionSensor,Nokia 1,None,None,effectively1blue0man1zebra0,201.215.235.109,y655amu5rcrrq49n
mwngw5e,KTC,2021-02-15 22:34,2021-04-22 12:31,Sligo,#REF!,LevelSensor,HTC Wildfire E3,None,None,regularly0upset100fold1,201.215.235.109,85omujsnb2bjrec9
5krjwli,XCW,2021-11-12 16:35,2021-02-17 21:12,Galway,Frontyard,RadiationSensor,HTC One X/XL,None,None,actually1labored100sense1,192.168.0.108,l6rsb8kajtoynpho
4owhcv5,THA,2021-08-20 15:29,2021-10-01 15:06,Letterkenny,Diningroom,ProximitySensor,HTC Wildfire R70,None,None,cruelly1open0sprout1jail1,192.168.0.108,tojeh43l2jcm86jh
g9m28lo,WRV,2021-09-02 02:19,2022-05-25 03:07,Newbridge,Garage,VisionAndImaging Sensor,Samsung Galaxy Xcover 5,None,None,crossly1hard-to-find100existence1,192.168.0.108,2dyoxu7gvt2edotl
ug9sxu5,PZA,2021-10-26 09:39,2021-09-20 03:10,Limavady,Familyroom,ContactSensor,Honor Play,None,None,afterwards0faint1hammer1plate0,192.168.0.108,vdd5y58n2ij4zyja
9yfc920,PKD,2022-06-05 09:07,2022-01-13 13:20,Clonmel,Garage,MetalSensor,Honor Play 9A,None,None,perfectly1blue1pack0rest0,50.109.201.254,ee7iao8t9o6ki77e
38q8sic,FLF,2021-04-05 19:15,2021-01-27 04:45,Athlone,Livingroom,LeakSensor,Sony Xperia Z2,None,None,tenderly1splendid001bit1,201.215.235.109,0w61o33ulkjmm3oh
